location_id,table_title,table_title_ko,category,category_ko,budget,mid_range,luxury
233,Quito on a Budget,키토의 예산,Local Transportation,지역 교통,2.36,6.99,23
233,Quito on a Budget,키토의 예산,Food,음식,14,34,85
233,Quito on a Budget,키토의 예산,Entertainment,엔터테인먼트,6.24,16,45
233,Quito on a Budget,키토의 예산,Alcohol,주류,3 - 10,9 - 26,23 - 68
234,Egypt on a Budget,이집트의 예산,Accommodation,숙박,5.67,14,33
234,Egypt on a Budget,이집트의 예산,Local Transportation,지역 교통,2.56,6.59,17
234,Egypt on a Budget,이집트의 예산,Food,음식,7.47,18,39
234,Egypt on a Budget,이집트의 예산,Entertainment,엔터테인먼트,4.31,11,25
234,Egypt on a Budget,이집트의 예산,Alcohol,주류,1 - 3,2 - 7,8 - 24
235,Alexandria on a Budget,알렉산드리아의 예산,Accommodation,숙박,3,8,17
235,Alexandria on a Budget,알렉산드리아의 예산,Local Transportation,지역 교통,1,2,7
235,Alexandria on a Budget,알렉산드리아의 예산,Food,음식,4,11,26
235,Alexandria on a Budget,알렉산드리아의 예산,Entertainment,엔터테인먼트,1,3,9
235,Alexandria on a Budget,알렉산드리아의 예산,Alcohol,주류,0 - 1,1 - 2,1 - 4
236,Aswan on a Budget,아스완의 예산,Accommodation,숙박,3,7,17
236,Aswan on a Budget,아스완의 예산,Local Transportation,지역 교통,2,4,9
236,Aswan on a Budget,아스완의 예산,Food,음식,4,10,26
236,Aswan on a Budget,아스완의 예산,Entertainment,엔터테인먼트,2,6,17
236,Aswan on a Budget,아스완의 예산,Alcohol,주류,0 - 1,1 - 2,1 - 4
237,Cairo on a Budget,카이로의 예산,Accommodation,숙박,5,11,22
237,Cairo on a Budget,카이로의 예산,Local Transportation,지역 교통,2,4,7
237,Cairo on a Budget,카이로의 예산,Food,음식,8,18,34
237,Cairo on a Budget,카이로의 예산,Entertainment,엔터테인먼트,4,9,17
237,Cairo on a Budget,카이로의 예산,Alcohol,주류,0 - 1,1 - 2,1 - 4
238,Dahab on a Budget,금의 예산,Accommodation,숙박,2,6,15
238,Dahab on a Budget,금의 예산,Local Transportation,지역 교통,1,2,5
238,Dahab on a Budget,금의 예산,Food,음식,3,8,21
238,Dahab on a Budget,금의 예산,Entertainment,엔터테인먼트,2,5,11
238,Dahab on a Budget,금의 예산,Alcohol,주류,0 - 1,1 - 4,4 - 11
239,Luxor on a Budget,룩소르의 예산,Accommodation,숙박,3,8,18
239,Luxor on a Budget,룩소르의 예산,Local Transportation,지역 교통,2,4,10
239,Luxor on a Budget,룩소르의 예산,Food,음식,4,10,27
239,Luxor on a Budget,룩소르의 예산,Entertainment,엔터테인먼트,3,7,17
239,Luxor on a Budget,룩소르의 예산,Alcohol,주류,0 - 1,1 - 3,3 - 8
240,Sharm el-Sheikh on a Budget,샤름엘셰이크의 예산,Accommodation,숙박,18,41,78
240,Sharm el-Sheikh on a Budget,샤름엘셰이크의 예산,Local Transportation,지역 교통,9,22,41
240,Sharm el-Sheikh on a Budget,샤름엘셰이크의 예산,Food,음식,21,47,91
240,Sharm el-Sheikh on a Budget,샤름엘셰이크의 예산,Entertainment,엔터테인먼트,13,29,55
240,Sharm el-Sheikh on a Budget,샤름엘셰이크의 예산,Alcohol,주류,4 - 13,10 - 30,19 - 58
241,Estonia on a Budget,에스토니아의 예산,Accommodation,숙박,20,50,115
241,Estonia on a Budget,에스토니아의 예산,Local Transportation,지역 교통,11,27,64
241,Estonia on a Budget,에스토니아의 예산,Food,음식,25,63,160
241,Estonia on a Budget,에스토니아의 예산,Entertainment,엔터테인먼트,6.50,16,40
241,Estonia on a Budget,에스토니아의 예산,Alcohol,주류,3 - 10,8 - 23,17 - 50
242,Saaremaa on a Budget,사아레 마야의 예산,Accommodation,숙박,18,42,89
242,Saaremaa on a Budget,사아레 마야의 예산,Local Transportation,지역 교통,24,55,108
242,Saaremaa on a Budget,사아레 마야의 예산,Food,음식,30,74,173
242,Saaremaa on a Budget,사아레 마야의 예산,Entertainment,엔터테인먼트,11,24,46
242,Saaremaa on a Budget,사아레 마야의 예산,Alcohol,주류,3 - 9,7 - 20,13 - 38
243,Tallinn on a Budget,탈린의 예산,Accommodation,숙박,21,55,142
243,Tallinn on a Budget,탈린의 예산,Local Transportation,지역 교통,6,14,27
243,Tallinn on a Budget,탈린의 예산,Food,음식,27,73,209
243,Tallinn on a Budget,탈린의 예산,Entertainment,엔터테인먼트,3,7,14
243,Tallinn on a Budget,탈린의 예산,Alcohol,주류,3 - 10,9 - 26,26 - 78
244,Tartu on a Budget,타르투의 예산,Accommodation,숙박,24,55,106
244,Tartu on a Budget,타르투의 예산,Local Transportation,지역 교통,13,32,69
244,Tartu on a Budget,타르투의 예산,Food,음식,31,76,177
244,Tartu on a Budget,타르투의 예산,Entertainment,엔터테인먼트,8,19,37
244,Tartu on a Budget,타르투의 예산,Alcohol,주류,4 - 12,9 - 28,18 - 53
245,Ethiopia on a Budget,에티오피아의 예산,Accommodation,숙박,4.36,12,36
245,Ethiopia on a Budget,에티오피아의 예산,Local Transportation,지역 교통,0.92,2.52,7.52
245,Ethiopia on a Budget,에티오피아의 예산,Food,음식,3.47,9.75,30
245,Ethiopia on a Budget,에티오피아의 예산,Entertainment,엔터테인먼트,2.78,7.88,25
245,Ethiopia on a Budget,에티오피아의 예산,Alcohol,주류,1 - 2,1 - 4,4 - 11
246,Addis Ababa on a Budget,아디스 아바바의 예산,Accommodation,숙박,7,17,44
246,Addis Ababa on a Budget,아디스 아바바의 예산,Local Transportation,지역 교통,1,3,8
246,Addis Ababa on a Budget,아디스 아바바의 예산,Food,음식,5,12,33
246,Addis Ababa on a Budget,아디스 아바바의 예산,Entertainment,엔터테인먼트,1,3,8
246,Addis Ababa on a Budget,아디스 아바바의 예산,Alcohol,주류,1 - 2,1 - 4,3 - 10
247,Fiji on a Budget,피지의 예산,Accommodation,숙박,44,107,241
247,Fiji on a Budget,피지의 예산,Local Transportation,지역 교통,3.51,8.82,22
247,Fiji on a Budget,피지의 예산,Food,음식,28,65,137
247,Fiji on a Budget,피지의 예산,Entertainment,엔터테인먼트,9.34,31,124
247,Fiji on a Budget,피지의 예산,Alcohol,주류,2 - 7,6 - 17,13 - 40
248,Nadi (Port Denarau) on a Budget,펄스 (포트 데나 라우)의 예산,Accommodation,숙박,44,106,241
248,Nadi (Port Denarau) on a Budget,펄스 (포트 데나 라우)의 예산,Local Transportation,지역 교통,3,9,22
248,Nadi (Port Denarau) on a Budget,펄스 (포트 데나 라우)의 예산,Food,음식,29,69,146
248,Nadi (Port Denarau) on a Budget,펄스 (포트 데나 라우)의 예산,Entertainment,엔터테인먼트,10,32,126
248,Nadi (Port Denarau) on a Budget,펄스 (포트 데나 라우)의 예산,Alcohol,주류,2 - 7,6 - 17,14 - 41
249,Finland on a Budget,핀란드의 예산,Accommodation,숙박,36,86,181
249,Finland on a Budget,핀란드의 예산,Local Transportation,지역 교통,18,44,101
249,Finland on a Budget,핀란드의 예산,Food,음식,29,71,162
249,Finland on a Budget,핀란드의 예산,Entertainment,엔터테인먼트,13,31,62
249,Finland on a Budget,핀란드의 예산,Alcohol,주류,3 - 10,8 - 24,17 - 52
250,Helsinki on a Budget,헬싱키의 예산,Accommodation,숙박,36,85,188
250,Helsinki on a Budget,헬싱키의 예산,Local Transportation,지역 교통,11,26,60
250,Helsinki on a Budget,헬싱키의 예산,Food,음식,28,70,164
250,Helsinki on a Budget,헬싱키의 예산,Entertainment,엔터테인먼트,13,32,67
250,Helsinki on a Budget,헬싱키의 예산,Alcohol,주류,4 - 12,9 - 28,20 - 60
251,Kemi on a Budget,우리는 가지고 있습니다의 예산,Accommodation,숙박,38,86,165
251,Kemi on a Budget,우리는 가지고 있습니다의 예산,Local Transportation,지역 교통,20,45,86
251,Kemi on a Budget,우리는 가지고 있습니다의 예산,Food,음식,30,68,130
251,Kemi on a Budget,우리는 가지고 있습니다의 예산,Entertainment,엔터테인먼트,15,34,66
251,Kemi on a Budget,우리는 가지고 있습니다의 예산,Alcohol,주류,3 - 9,7 - 21,13 - 40
252,Levi on a Budget,남자 이름의 예산,Accommodation,숙박,31,72,137
252,Levi on a Budget,남자 이름의 예산,Local Transportation,지역 교통,25,57,109
252,Levi on a Budget,남자 이름의 예산,Food,음식,30,68,130
252,Levi on a Budget,남자 이름의 예산,Entertainment,엔터테인먼트,15,34,66
252,Levi on a Budget,남자 이름의 예산,Alcohol,주류,2 - 7,5 - 16,10 - 31
253,Porvoo on a Budget,포르보의 예산,Accommodation,숙박,35,80,153
253,Porvoo on a Budget,포르보의 예산,Local Transportation,지역 교통,29,65,125
253,Porvoo on a Budget,포르보의 예산,Food,음식,27,61,116
253,Porvoo on a Budget,포르보의 예산,Entertainment,엔터테인먼트,11,24,46
253,Porvoo on a Budget,포르보의 예산,Alcohol,주류,3 - 8,6 - 17,11 - 33
254,Rovaniemi on a Budget,로바니 에미의 예산,Accommodation,숙박,47,109,224
254,Rovaniemi on a Budget,로바니 에미의 예산,Local Transportation,지역 교통,16,37,73
254,Rovaniemi on a Budget,로바니 에미의 예산,Food,음식,41,96,201
254,Rovaniemi on a Budget,로바니 에미의 예산,Entertainment,엔터테인먼트,25,56,110
254,Rovaniemi on a Budget,로바니 에미의 예산,Alcohol,주류,5 - 16,12 - 37,26 - 79
255,Savonlinna on a Budget,사본 린나의 예산,Accommodation,숙박,27,62,118
255,Savonlinna on a Budget,사본 린나의 예산,Local Transportation,지역 교통,20,45,86
255,Savonlinna on a Budget,사본 린나의 예산,Food,음식,24,55,105
255,Savonlinna on a Budget,사본 린나의 예산,Entertainment,엔터테인먼트,10,23,45
255,Savonlinna on a Budget,사본 린나의 예산,Alcohol,주류,2 - 7,5 - 16,10 - 31
256,Tampere on a Budget,탬퍼의 예산,Accommodation,숙박,41,94,179
256,Tampere on a Budget,탬퍼의 예산,Local Transportation,지역 교통,30,69,131
256,Tampere on a Budget,탬퍼의 예산,Food,음식,27,66,156
256,Tampere on a Budget,탬퍼의 예산,Entertainment,엔터테인먼트,12,28,54
256,Tampere on a Budget,탬퍼의 예산,Alcohol,주류,3 - 8,6 - 18,12 - 35
257,Turku on a Budget,투르 쿠의 예산,Accommodation,숙박,39,89,169
257,Turku on a Budget,투르 쿠의 예산,Local Transportation,지역 교통,23,52,99
257,Turku on a Budget,투르 쿠의 예산,Food,음식,29,65,125
257,Turku on a Budget,투르 쿠의 예산,Entertainment,엔터테인먼트,11,26,50
257,Turku on a Budget,투르 쿠의 예산,Alcohol,주류,3 - 9,7 - 21,13 - 39
258,France on a Budget,프랑스의 예산,Accommodation,숙박,57,178,646
258,France on a Budget,프랑스의 예산,Local Transportation,지역 교통,14,35,87
258,France on a Budget,프랑스의 예산,Food,음식,34,83,201
258,France on a Budget,프랑스의 예산,Entertainment,엔터테인먼트,14,37,105
258,France on a Budget,프랑스의 예산,Alcohol,주류,4 - 13,11 - 33,29 - 88
259,Corsica on a Budget,Corsica의 예산,Accommodation,숙박,42,103,238
259,Corsica on a Budget,Corsica의 예산,Local Transportation,지역 교통,25,58,114
259,Corsica on a Budget,Corsica의 예산,Food,음식,40,95,203
259,Corsica on a Budget,Corsica의 예산,Entertainment,엔터테인먼트,11,25,54
259,Corsica on a Budget,Corsica의 예산,Alcohol,주류,4 - 11,9 - 26,20 - 60
260,Aquitaine on a Budget,Aquitaine의 예산,Accommodation,숙박,29,70,158
260,Aquitaine on a Budget,Aquitaine의 예산,Local Transportation,지역 교통,10,26,69
260,Aquitaine on a Budget,Aquitaine의 예산,Food,음식,29,71,163
260,Aquitaine on a Budget,Aquitaine의 예산,Entertainment,엔터테인먼트,9,22,50
260,Aquitaine on a Budget,Aquitaine의 예산,Alcohol,주류,3 - 8,7 - 20,15 - 46
261,Caen on a Budget,캉의 예산,Accommodation,숙박,30,71,150
261,Caen on a Budget,캉의 예산,Local Transportation,지역 교통,18,41,81
261,Caen on a Budget,캉의 예산,Food,음식,34,81,175
261,Caen on a Budget,캉의 예산,Entertainment,엔터테인먼트,9,22,48
261,Caen on a Budget,캉의 예산,Alcohol,주류,4 - 12,10 - 29,24 - 72
262,Calais on a Budget,칼레의 예산,Accommodation,숙박,40,91,173
262,Calais on a Budget,칼레의 예산,Local Transportation,지역 교통,24,55,105
262,Calais on a Budget,칼레의 예산,Food,음식,31,72,137
262,Calais on a Budget,칼레의 예산,Entertainment,엔터테인먼트,5,10,20
262,Calais on a Budget,칼레의 예산,Alcohol,주류,3 - 9,7 - 21,13 - 40
263,Burgundy on a Budget,Burgundy의 예산,Accommodation,숙박,38,88,178
263,Burgundy on a Budget,Burgundy의 예산,Local Transportation,지역 교통,20,47,90
263,Burgundy on a Budget,Burgundy의 예산,Food,음식,37,88,192
263,Burgundy on a Budget,Burgundy의 예산,Entertainment,엔터테인먼트,13,30,60
263,Burgundy on a Budget,Burgundy의 예산,Alcohol,주류,7 - 21,18 - 53,46 - 137
264,Giverny on a Budget,기버의 예산,Accommodation,숙박,31,70,132
264,Giverny on a Budget,기버의 예산,Local Transportation,지역 교통,25,56,106
264,Giverny on a Budget,기버의 예산,Food,음식,30,71,145
264,Giverny on a Budget,기버의 예산,Entertainment,엔터테인먼트,13,30,59
264,Giverny on a Budget,기버의 예산,Alcohol,주류,2 - 5,4 - 12,7 - 22
265,Honfleur on a Budget,옹플뢰르의 예산,Accommodation,숙박,35,82,165
265,Honfleur on a Budget,옹플뢰르의 예산,Local Transportation,지역 교통,15,35,67
265,Honfleur on a Budget,옹플뢰르의 예산,Food,음식,51,117,224
265,Honfleur on a Budget,옹플뢰르의 예산,Entertainment,엔터테인먼트,10,22,42
265,Honfleur on a Budget,옹플뢰르의 예산,Alcohol,주류,6 - 18,13 - 40,26 - 77
266,La Rochelle on a Budget,라로셸의 예산,Accommodation,숙박,33,79,166
266,La Rochelle on a Budget,라로셸의 예산,Local Transportation,지역 교통,9,20,39
266,La Rochelle on a Budget,라로셸의 예산,Food,음식,30,70,136
266,La Rochelle on a Budget,라로셸의 예산,Entertainment,엔터테인먼트,7,15,29
266,La Rochelle on a Budget,라로셸의 예산,Alcohol,주류,4 - 12,9 - 28,18 - 54
267,Lille on a Budget,릴의 예산,Accommodation,숙박,27,65,137
267,Lille on a Budget,릴의 예산,Local Transportation,지역 교통,14,33,61
267,Lille on a Budget,릴의 예산,Food,음식,35,85,186
267,Lille on a Budget,릴의 예산,Entertainment,엔터테인먼트,8,18,37
267,Lille on a Budget,릴의 예산,Alcohol,주류,4 - 12,10 - 30,24 - 72
268,Rhone-Alpes on a Budget,Rhone-Alpes의 예산,Accommodation,숙박,34,81,170
268,Rhone-Alpes on a Budget,Rhone-Alpes의 예산,Local Transportation,지역 교통,14,35,83
268,Rhone-Alpes on a Budget,Rhone-Alpes의 예산,Food,음식,36,86,189
268,Rhone-Alpes on a Budget,Rhone-Alpes의 예산,Entertainment,엔터테인먼트,19,49,124
268,Rhone-Alpes on a Budget,Rhone-Alpes의 예산,Alcohol,주류,5 - 16,13 - 38,30 - 91
269,Provence-Alpes-Cote d'Azur on a Budget,Provence-Alpes-Cote d'Azur의 예산,Accommodation,숙박,40,109,312
269,Provence-Alpes-Cote d'Azur on a Budget,Provence-Alpes-Cote d'Azur의 예산,Local Transportation,지역 교통,11,28,67
269,Provence-Alpes-Cote d'Azur on a Budget,Provence-Alpes-Cote d'Azur의 예산,Food,음식,33,80,183
269,Provence-Alpes-Cote d'Azur on a Budget,Provence-Alpes-Cote d'Azur의 예산,Entertainment,엔터테인먼트,11,27,60
269,Provence-Alpes-Cote d'Azur on a Budget,Provence-Alpes-Cote d'Azur의 예산,Alcohol,주류,5 - 14,11 - 34,26 - 77
270,Mont-Saint-Michel on a Budget,몽생미셸의 예산,Accommodation,숙박,36,82,156
270,Mont-Saint-Michel on a Budget,몽생미셸의 예산,Local Transportation,지역 교통,36,82,157
270,Mont-Saint-Michel on a Budget,몽생미셸의 예산,Food,음식,39,90,171
270,Mont-Saint-Michel on a Budget,몽생미셸의 예산,Entertainment,엔터테인먼트,15,35,67
270,Mont-Saint-Michel on a Budget,몽생미셸의 예산,Alcohol,주류,2 - 6,5 - 14,9 - 26
271,Languedoc-Roussillon on a Budget,Languedoc-Roussillon의 예산,Accommodation,숙박,26,61,127
271,Languedoc-Roussillon on a Budget,Languedoc-Roussillon의 예산,Local Transportation,지역 교통,7,19,50
271,Languedoc-Roussillon on a Budget,Languedoc-Roussillon의 예산,Food,음식,26,64,146
271,Languedoc-Roussillon on a Budget,Languedoc-Roussillon의 예산,Entertainment,엔터테인먼트,7,15,29
271,Languedoc-Roussillon on a Budget,Languedoc-Roussillon의 예산,Alcohol,주류,3 - 9,7 - 21,16 - 48
272,Pays de la Loire on a Budget,Pays de la Loire의 예산,Accommodation,숙박,23,55,117
272,Pays de la Loire on a Budget,Pays de la Loire의 예산,Local Transportation,지역 교통,17,38,74
272,Pays de la Loire on a Budget,Pays de la Loire의 예산,Food,음식,23,52,97
272,Pays de la Loire on a Budget,Pays de la Loire의 예산,Entertainment,엔터테인먼트,7,17,33
272,Pays de la Loire on a Budget,Pays de la Loire의 예산,Alcohol,주류,2 - 7,6 - 18,13 - 38
273,Paris on a Budget,파리의 예산,Accommodation,숙박,67,179,516
273,Paris on a Budget,파리의 예산,Local Transportation,지역 교통,9,25,70
273,Paris on a Budget,파리의 예산,Food,음식,33,85,221
273,Paris on a Budget,파리의 예산,Entertainment,엔터테인먼트,31,89,283
273,Paris on a Budget,파리의 예산,Alcohol,주류,6 - 17,14 - 43,38 - 113
274,Reims on a Budget,랭스의 예산,Accommodation,숙박,33,77,163
274,Reims on a Budget,랭스의 예산,Local Transportation,지역 교통,19,46,99
274,Reims on a Budget,랭스의 예산,Food,음식,34,81,183
274,Reims on a Budget,랭스의 예산,Entertainment,엔터테인먼트,9,22,51
274,Reims on a Budget,랭스의 예산,Alcohol,주류,5 - 14,13 - 39,39 - 118
275,Brittany on a Budget,Brittany의 예산,Accommodation,숙박,35,89,232
275,Brittany on a Budget,Brittany의 예산,Local Transportation,지역 교통,17,43,112
